204116823128547328	Il #terremoto stavolta ha fatto morti... geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography turn get change death biology faith being property process_(computing) event_(philosophy) philosophy	1	2	0	40	6	1	1
204062469952516097	Purtroppo una vittima a Bondeno (Fe)per crollo di un capannone industriale #terremoto unfortunate victim Bondeno_(Gonzaga) mass_wasting Slump_(geology) outbuilding shed architectural_engineering industrial geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	5	1	0	85	13	1	1
1461865817	Terremoto in Abruzzo I morti finora sono 27 http://ff.im/1WML4 geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography earthquake 2009_L'Aquila_earthquake Italian_region Abruzzi_e_Molise Geographical_feature change death biology faith being property process_(computing) event_(philosophy) philosophy as_yet	4	1	0	62	12	0	1
462669865716035585	#alluvione #Senigallia, 2 le vittime. Un 86enne d'infarto, un 83enne ipovedente a Borgo Bicchia, disperso e poi trovato morto geological_phenomenon flood hydrology rain natural_disaster river water phenomenon unfortunate victim pathology infarction settlement village administrative_division settlement residential_area City laggard straggler encounter change death biology faith being property process_(computing) event_(philosophy) philosophy	7	5	0	125	20	2	1
204200835771678721	#terremoto Finale Emilia crollo  di un'abitazione dopo  l'ultima scossa geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography quality ultimate comune Finale_Emilia Historical_region Emilia_(region_of_Italy) happening crash building house home Structure residential_building reflex shock	3	2	0	71	11	1	1
204218964706992130	3000 sfollati e 6 morti. Il triste bilancio del terremoto in Emilia #terremoto refugee displaced_person legal_entity change death biology faith being property process_(computing) event_(philosophy) philosophy sad record balance_sheet document document document document process_(computing) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography earthquake 2012_Northern_Italy_earthquakes Historical_region Emilia_(region_of_Italy) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	5	1	0	78	13	1	1
204219779253407744	PERICOLO!! #terremoto #xrum CROLLO SOFFITTO http://t.co/S35f1VOK danger risk event_(philosophy) management geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography mass_wasting Slump_(geology) upper_surface ceiling Bauteil_(Technik)	4	2	0	64	9	2	1
204205843057618945	#Terremoto: vigile del fuoco investito dal crollo durante l'umtima scossa geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography police_matron meter_maid authority police_officer defender firefighter profession laborer rescuer combustion fire oxidation expend invest mass_wasting Slump_(geology) reflex shock	5	2	0	73	11	1	1
1461541765	Mi chiedo come sia possibile, dopo la scossa delle 22.20, che nessuno abbia fatto indagini per evitare i morti della scossa successiva! communicate inquire possible reflex shock turn get work investigation prevent avert dead reflex shock later	3	5	3	135	23	0	1
1474398646	Terremoto: nuovo bilancio,235 morti: Sono 235 le vittime del terremoto che ha colpito l'Abruzzo, stando a un nuo.. http://tinyurl.com/cf5dbh geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography new record balance_sheet document document document document process_(computing) change death biology faith being property process_(computing) event_(philosophy) philosophy unfortunate victim geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography touch hit Italian_region Abruzzi_e_Molise Geographical_feature hold_out stand	6	3	1	140	24	0	1
462840409815666688	Siete nel mio cuore...alluvione nelle Marche: 2 morti a #Senigallia. In migliaia senza corrente, decine gli sfollati http://t.co/F0PuYKxyO1 internal_organ heart organ terminology Italian_region Marche change death biology faith being property process_(computing) event_(philosophy) philosophy comune Senigallia town large_integer 1000 integer number Hyperperfect_number electrical_phenomenon electric_current electricity scalar extensive_physical_property large_indefinite_amount oodles refugee displaced_person legal_entity	10	2	0	139	22	1	1
1473967043	Terremoto: costruzioni antisismiche? Crollate: Il nuovo Ospedale, la Prefettura, la Casa dello Studente, sono s.. http://tinyurl.com/dnjn7k geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography creating_from_raw_materials construction event_(probability_theory) group_event antiseismic new health_facility hospital institution health_facility administrative_division prefecture jurisdiction building house home Structure residential_building dormitory hall_of_residence assimilator student enrollee person	7	2	0	139	19	0	1
1462380492	Ultim'ora, Terremoto Abruzzo: almeno 70 morti, paesi distrutti, molti dispersi tra le macerie. geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Italian_region Abruzzi_e_Molise Geographical_feature at_any_rate change death biology faith being property process_(computing) event_(philosophy) philosophy administrative_division country region Administrative_divisions_of_Germany Federal_republic Federated_state geography laggard straggler scrap debris Garbage_(band)	6	1	0	94	14	0	1
1462136062	[ITALIAN NEWS] TERREMOTO ABRUZZO/ Maroni: oltre 50 i morti: Lo afferma il ministro dell'Interno, i.. http://tinyurl.com/clnl9r geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Italian_region Abruzzi_e_Molise Geographical_feature change death biology faith being property process_(computing) event_(philosophy) philosophy assert allege executive minister politician physician houseman	7	1	2	126	20	0	1
204165507413315584	Però son crollate chiese e campanili: non tutti i mali vengono per nuocere! #terremoto communicate inquire quality badness be cost injure harm geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	1	5	0	87	14	1	1
462604534226100224	Un anziano morto per infarto dopo bomba d'acqua a #Senigallia #Marche Ambulanza bloccata e il medico l'ha raggiunto col verricello ma tardi aged dead pathology infarction friedcake doughnut dessert bakery_product food confectionery liquid water binary_compound material ingredient chemical_compound chemical_substance comune Senigallia town Italian_region Marche vehicle ambulance automobile medical_man physician human professional profession arrive attain lifting_device windlass simple_machine peripheral late	8	4	0	139	24	2	1
204060171876581376	un morto nel ferrarese. #terremoto people dead geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	2	1	0	34	5	1	1
204122652871372800	il terremoto ha fatto più danni dei tedeschi geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography turn get more compensation indemnity total law West_Germanic German language language dialect phylum	3	1	0	45	8	0	1
204047087149645824	Venuto giù un pezzo di duomo #terremoto #mirandola down Villa_San_Giovanni Pezzo_(Villa_San_Giovanni) dome Duomo_(geologia) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	2	4	0	51	8	2	1
1476060996	Terremoto Abruzzo: lo sport piange le sue vittime: Fonte: Il TempoMentre e' ancora disperso il giovane pilone de.. http://tinyurl.com/cetlwt geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Italian_region Abruzzi_e_Molise Geographical_feature recreation athletics exercise individual_sport Olympic_sport activity type_of_sport System express_emotion cry unfortunate victim inspiration seed laggard straggler young pylon_(architecture)	7	2	0	140	22	0	1
204112782684196864	5 morti per il #terremoto ! change death biology faith being property process_(computing) event_(philosophy) philosophy geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	1	2	0	27	5	1	1
204041269993930752	ho notizie di danni a san felice sul panaro. Ancora situazione caotica #terremoto knowledge information concept identifier sequence change damage person saint deity comune San_Felice_sul_Panaro happy river Panaro_(river) tributary state state_of_affairs concept geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	5	2	0	81	13	1	1
204064182176448512	#terremoto #mantova  segnalati danni a Moglia geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography change damage comune Moglia	2	4	0	45	6	2	1
204096255012511744	2 morti nel #terremoto di stanotte...senza parole change death biology faith being property process_(computing) event_(philosophy) philosophy geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography language word language_unit acoustic_wave morpheme Portuguese linguistics dictionary_entry set chemical_element	3	1	0	49	8	1	1
1461671669	Terremoti - primo bilancio, tredici persone morte: Le vittime del terremoto che ha colpito la zona di L'Aquila s.. http://tinyurl.com/cmejdy geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography plan budget finance sales being person causal_agency subjectivism subject dead unfortunate victim geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography injure shoot anatomical_structure zona bird_of_prey eagle Common_name name	7	2	1	140	23	0	1
1476144211	Terremoto - dispersi ancora tra i 20 e i 30: All'Aquila e dintorni ci sono ancora tra le venti e le trenta perso.. http://tinyurl.com/dzapta geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography laggard straggler bird_of_prey eagle Common_name name section neighbourhood Ortsteil settlement human_geographic_territorial_entity community weather wind atmosphere Earth climate nature motion flow rapper	3	3	1	140	27	0	1
204133056481730561	#emilia 4 morti e 50 feriti per il terremoto, è sconvolgente ragazzi :( asterid_dicot_genus Emilia genus taxon change death biology faith being property process_(computing) event_(philosophy) philosophy people wounded geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography disconcerting male boy male person child human	4	3	0	72	11	1	1
520490947511980032	Il Bisagno esplode, notte di terrore e morte a #Genova. Abitanti in fuga ai piani alti delle casehttp://t.co/9oYa45kpoq #AlluvioneGenova torrent_stream Bisagno river period night drama night_terror sleep_disorder person dweller species running_away escape wrestling percussion_instrument piano stringed_instrument keyboard_instrument musical_instrument Music_venue tall	10	0	0	136	22	2	1
204098240184983552	Morta di #terremoto a 103 anni..nel ferrarese people dead geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography period year unit_of_time time_standard	4	2	0	45	8	1	1
204212101156315136	Insomma, anche se si tratta di un #terremoto anche questi sono morti sul lavoro. even_if interact do_by geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography death Caduti_del_lavoro activity job labour Expressão_idiomática hypothesis	2	3	2	80	14	1	1
1475561776	Terremoto:Vito, 250 Vittime (17 Da Identificare),11 Dispersi,1179 Feriti http://tinyurl.com/cejae4 geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography neighbourhood Vito_(quartiere_di_Reggio_Calabria) unfortunate victim laggard straggler people wounded	7	0	0	98	15	0	1
204132295769206784	Ci mancava il terremoto! Speriamo che i morti rimangano solo 5! miss geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography change death biology faith being property process_(computing) event_(philosophy) philosophy be remain	2	3	1	63	11	0	1
204058981776363521	2 feriti a Sant'Agostino.. #terremoto.. :(( people wounded commune_of_Romania Șanț theologian Augustine_of_Hippo Father saint Doctor_of_the_Church human episcopate geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	2	1	0	43	6	1	1
204260659058327553	Qui a Poviglio il #terremoto si e fatto sentire qualche danno e tanta paura geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography turn get perceive hear human Danno rapper emotion fear	4	3	1	75	14	1	1
520628783276380160	#AlluvioneGenova Le auto alluvionate vengono depositate in piazzale Kennedy fotografate e pubblicate su: http://t.co/8Mkt39WKfS motor_vehicle automobile be cost keep store forecourt family Kennedy_family human governance Politics_of_the_United_States enter photograph list post	4	5	0	127	17	1	1
204159165873131521	sono vicina a tutte le vittime e i feriti  del #terremoto close unfortunate victim people wounded geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	2	2	0	57	11	1	1
204090792137064448	Ci mancava solo il terremoto! D: 4 Morti! :( turn perish geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography change death biology faith being property process_(computing) event_(philosophy) philosophy	4	1	1	44	8	0	1
204046931629064192	#terremoto pare crollata la torre dell'orologio di Poggio Renatico. Test da Poggio? geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography appear seem structure tower architectural_structure Structure timekeeper clock device mechanical_device hill hillock comune Poggio_Renatico communication test Leistungsbeurteilung_(Schule) Educational_assessment hill hillock	6	3	0	83	13	1	1
204058816403353603	#terremotoBO #Terremoto conferma un morto a Bondeno e 2 feriti a S Agostino geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography approve confirm change death biology faith being property process_(computing) event_(philosophy) philosophy Bondeno_(Gonzaga) people wounded theologian Augustine_of_Hippo Father saint Doctor_of_the_Church human episcopate	7	2	0	75	13	2	1
204049005968244737	Crolli in fabbriche a Bondeno? #terremoto mass_wasting Slump_(geology) industrial_plant factory building business Industrial_architecture Bondeno_(Gonzaga) geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography	3	1	0	41	6	1	1
204073131067981824	3 morti a causa del terremoto nel ferrarese.. Pare lavoratori in fabbrica change death biology faith being property process_(computing) event_(philosophy) philosophy proceedings case relationship Legal_transaction civil_action geological_phenomenon earthquake geophysics energy natural_disaster geology phenomenon oscillation astronomy 2010_Haiti_earthquake geography Yugoslavian_monetary_unit para currency working_man laborer profession industrial_plant factory building business Industrial_architecture	5	1	0	73	12	0	1
