9793239074	#terremotochile @reportwiteros @tvn24h como es la situacion en tirua ??? porfavor !! * #terremotochile @reportwiteros @tvn24h	Not labeled	TRUE	1	es	CHEQ	6	2	0	125	13	2
9841939364	se acaba de caer esta tienda a las personas que se encuentran transitando cuidado http://url.ie/58eo	Not labeled	TRUE	1	es	CHEQ	3	2	3	100	18	0
9750778383	imágenes de talcahuano en tvn se ven varios campamento	Not labeled	TRUE	1	es	CHEQ	3	1	2	55	10	0
9829748322	cuenta 362883 del banco del estado para ayudar a los que quedaron sin nada	Not labeled	TRUE	1	es	CHEQ	2	3	2	74	14	0
9750032215	terremoto provocó fuga de màs de 200 reos de la prisión de chillá en chile	Not labeled	TRUE	1	es	CHEQ	7	1	0	78	17	0
9886356960	@biobio la familia yañes moraa busca a la familia baltierra sandoval (tia nena) ubicados en la ciudad de hualpen	Not labeled	TRUE	1	es	CHEQ	5	3	0	113	20	0
9842850840	rt @ejercito_chile: regimiento reforzado nº 7 u201cchacabucou201d ha apoyando la elaboración de catastros para la onemi en el sector de dichato.	Not labeled	TRUE	1	es	CHEQ	10	1	0	146	22	0
9783449907	alguien sabe que pasa con chenquenco. hay familiares en esa zona y la imformacion es nula	Not labeled	TRUE	1	es	CHEQ	4	2	1	89	16	0
9867032344	alguien sabe de jeannette o de mariella saavedra alvarez ellos son de concepcion	Not labeled	TRUE	1	es	CHEQ	3	1	2	80	13	0
9880954434	rt @dariogallo: rt @payitoweb: evo le dona la mitad de su sueldo a chile. bit.ly/ddj7ji (vía @elmostrador) &lt;=hagamos algo para que...	Not labeled	TRUE	1	es	CHEQ	10	3	3	137	25	0
9751077214	rt @elcomercio: el número de muertos por el terremoto en chile se elevó a 214 http://is.gd/9lttv	Not labeled	TRUE	1	es	CHEQ	7	1	1	98	20	0
9848895757	rt @bubisonica: @ncarvajal   necesitamos saber de mis tias consuelo y brigida orellana gonzalez de santa rosa de lavaderos en #talca	Not labeled	TRUE	1	es	CHEQ	8	2	0	132	20	1
9803048869	rt @rsiderakis: para quienes necesitan viajar google maps entrega detalles de las rutas http://bit.ly/dbazay	Not labeled	TRUE	1	es	CHEQ	5	3	1	108	17	0
9787740232	@acordiviola que se escucha de tsunami? como esta todo contigo y tu familia ?	Not labeled	TRUE	1	es	CHEQ	3	2	2	77	13	0
9812408364	rt @infozeus: rt @cfsoto: @tele13online en #talca estan saqueando casas con gente adentro acabo de hablar con mis primo	Not labeled	TRUE	1	es	CHEQ	8	3	0	119	19	1
9860627508	en san pedro de la paz la gente está más tranquila con la llegada del ejército. mi familia está bie	Not labeled	TRUE	1	es	CHEQ	7	0	0	103	22	0
9873406149	rt @tvn_mauricio: rt @ximenagambra: puerto montt: se recibe  ayuda enlas escuela 6 (escuela españa	Not labeled	TRUE	1	es	CHEQ	8	2	1	99	15	0
9874167345	embajada chilena: ninguna de las cuentas internacionales han sido reconocidas por el gobierno chileno. unica reconocida cruz roja chilena	Not labeled	TRUE	1	es	CHEQ	4	1	1	137	19	0
9784176766	movistar méxico regala todas las llamadas a #chile q sean necesarias para localizar familiares tras el sismo solo hoy domingo 28 de febrero	Not labeled	TRUE	1	es	CHEQ	7	3	1	140	24	1
9845496327	@cruzrojainforma en comuna de copiapó en donde hay donaciones de sangre. durante estos dias	Not labeled	TRUE	1	es	CHEQ	6	0	1	92	14	0
9855699025	rt @curvaspoliticas #chile tarea para l@s valientes: camioneta 4x4 en curicÓ para ayudar en traslado leones de iloca ecopolis.di@gmail.com	Not labeled	TRUE	1	es	CHEQ	8	2	0	139	23	1
9806514845	@fernandopaulsen @biobio busco a rosa baro mendoza a su hijo y nieta de corone	Not labeled	TRUE	1	es	CHEQ	4	2	0	78	14	0
9853883319	@anetteoficial carnalitos la embajada chilena n mex abriÓ la cuenta 4042482448 n hsbc para apoyar a ls damnificados c pide q c retwiteen	Not labeled	TRUE	1	es	CHEQ	6	3	1	137	23	0
9825696669	@biobiodeportes: se busca a manuel silva moraga edad 20 aÑos ciudad de talcahuano se encuentra desaparecido junto a toda su familia 84572407	Not labeled	TRUE	1	es	CHEQ	8	1	2	141	23	0
9797126085	rt @chaborrin: como aplican un toque de queda con el peligro de otro sismo? todos encerrados a esperar otro sismo	Not labeled	TRUE	1	es	CHEQ	7	2	1	113	20	0
9827685240	http://www.facebook.com/#!/group.php?gid=10150095451980151&ref=ts aqui hay informacion de las carreteras vía google.	Not labeled	TRUE	1	es	CHEQ	3	1	0	117	19	0
9783054048	@itskaritto sip xd muchas replicas d: pero en talca hubo una de 6.1 ;o que miedo	Not labeled	TRUE	1	es	CHEQ	4	0	2	80	17	0
9840147083	alguien sabe de @naibyl  es de conce !	Not labeled	TRUE	1	es	CHEQ	2	1	1	38	7	0
9881270594	para ayudar a las víctimas del terremoto que azotó a nuestro país el pasado viernes 26 http://chileayuda.com/	Not labeled	TRUE	1	es	CHEQ	4	2	1	112	21	0
9890180287	en la comuna de nancagua (vi región) aún no hay ni agua ni lu	Not labeled	TRUE	1	es	CHEQ	4	1	0	63	16	0
9875059298	el terremoto de chile reduce la duracion de los dias en 1.26 microsegundos y movio el eje de la tierra 8 centimetros	Not labeled	TRUE	1	es	CHEQ	9	1	0	116	23	0
9856746275	#24h se necesitan militares en penco urgente @biobio #terremotochile #chile #concepcio	Not labeled	TRUE	1	es	CHEQ	7	1	1	86	11	4
9723925077	47 muertos #terremotochile la noticia es confirmada =(	Not labeled	TRUE	1	es	CHEQ	3	1	0	54	7	1
9846694950	rt @kokesaldana: @tvn_monicar necesito ubicar a angie puentes contreras y familia cerca de villa las princesa	Not labeled	TRUE	1	es	CHEQ	6	3	0	109	16	0
9789619917	@tvn_pablo busca a iris sierra y rene ormeÑo en san pedro de la paz.	Not labeled	TRUE	1	es	CHEQ	5	3	0	69	15	0
9881301868	clinton promete más ayuda para chile http://bit.ly/bs81xg	Not labeled	TRUE	1	es	CHEQ	3	2	0	58	11	0
9796218432	rt @tvn_mauricio: aquí la lista de supermercados y farmacias abiertos http://bit.ly/cvxiey desde valpo a p.montt (gracias a @fcevenindeath)	Not labeled	TRUE	1	es	CHEQ	9	0	0	140	22	0
9788797378	rt @cruzrojainforma: carabineros ha debido emplear medidas extremas de fuerza para evitar saqueos. #terremotochile por favor no se expon ...	Not labeled	TRUE	1	es	CHEQ	7	3	2	140	19	1
9875566228	@airarrazaval ojo con esto: se adelanta para las 18hs el toque de queda en concepción	Not labeled	TRUE	1	es	CHEQ	5	1	2	86	16	0
9774823474	estoy pa´ dentro con los saqueos de conce... caótico y tercermundista!!	Not labeled	TRUE	1	es	CHEQ	2	0	0	73	12	0
9732478638	estas réplicas están causando el colapso de diversos edificios que quedaron en malas condiciones por el terremoto principa	Not labeled	TRUE	1	es	CHEQ	5	3	1	124	20	0
9779953131	alguien tiene información de la ciudad de cauquenes??????	Not labeled	TRUE	1	es	CHEQ	3	1	1	58	9	0
9874398526	nesecito saber de la familia godoy ramirez que se encontraban entre concepcion y coronel ..fuerza a todos !!!  marcela valdivia	Not labeled	TRUE	1	es	CHEQ	6	3	3	127	19	0
9785803778	rt @tvnlab: rt @aradx: rt @myricri: estoy en busca de esteban espinoza ansieta esta en concepcion  #terremotochile #fuerzachile #rptw	Not labeled	TRUE	1	es	CHEQ	14	2	0	133	19	3
9876864430	rt @ric_higuera: insulza: la intervención de las fuerzas armadas era necesaria. está bien que se hiciera. en vivo por cooperativa.	Not labeled	TRUE	1	es	CHEQ	7	1	1	134	21	0
9836635682	rt @cristianvega88: intendente los rios confirma inicio de clases mínimo para el 8/03 #terremotochile #valdivia	Not labeled	TRUE	1	es	CHEQ	6	1	0	112	17	2
9808262262	rt @copano: urgente: el @ejercito_chile tiene twitter y esta monitoreando info acerca d lugares abandonados donde aún no llegan. rt a to2.	Not labeled	TRUE	1	es	CHEQ	5	4	2	139	23	0
9787242591	rt @carlos_baute: xfavor alguien d chile q pueda llamar a estos nrs y avisar x aquí como estan: 98708665 alfred	Not labeled	TRUE	1	es	CHEQ	7	3	3	112	20	0
9756906565	rt @psicovivir: es importante que a los niño se les duerma hablandoles. deben sentir la seguridad de sus seres queridos #terremotochile	Not labeled	TRUE	1	es	CHEQ	4	2	2	136	22	1
9828522136	rt @cnn_chile: vecinos de concepción se organizan para evitar robos http://url4.eu/1votw	Not labeled	TRUE	1	es	CHEQ	5	3	1	89	15	0
9784549930	rt @sowhatz: escuché en la radio que carrier 188 es gratuito para llamadas nacionales. #terremotochile	Not labeled	TRUE	1	es	CHEQ	5	2	1	103	15	1
9887239674	rt @_mmedina: @carolafuentes rt por favor. busco a la familia salgado mejÍas de la ciudad de talcahuano sector las salinas. al 92156982	Not labeled	TRUE	1	es	CHEQ	11	1	0	136	23	0
9831611973	se dice que hay una ruptura en la farfana por ende maipu padre hurtado y peñaflor estara sin agu	Not labeled	TRUE	1	es	CHEQ	6	2	1	97	20	0
9781499886	rt @elisimone: en @ayudachile listado de tuiteros voluntarios para contactar familiares en distintos países #sebusca #terremotochile	Not labeled	TRUE	1	es	CHEQ	8	1	0	133	17	2
9787925735	en talcahuano la armada se encargará de custodiar las calles #terremotochile #chile	Not labeled	TRUE	1	es	CHEQ	5	2	1	84	12	2
9739835323	rt @6topoder: sí tienes familia en chile a través de http://evaphone.com/ pueden realizar 2 llamadas voip gratis a chile	Not labeled	TRUE	1	es	CHEQ	7	3	0	122	22	0
9876503502	@polloenconserva - en concepcion la gente de bien esta ocupando cintas rojas para diferenciarse de los ladrones. llamen a hacer lo mismo	Not labeled	TRUE	1	es	CHEQ	5	3	2	136	21	0
9735989026	@hector_uc yo solo se que os mas afectados son del centro y sur de chile pero pues no se en que zona queden esos lugares	Not labeled	TRUE	1	es	CHEQ	5	1	5	120	25	0
9726880128	rt @eluniversal: los terremotos más devastadores en américa latina http://bit.ly/bonish #terremotochile	Not labeled	TRUE	1	es	CHEQ	5	0	0	105	16	1
9741560836	la onemi dice que hay 147 muertos en chile...	Not labeled	TRUE	1	es	CHEQ	3	1	0	45	9	0
9723818154	rt @leoprieto: estructura de estacionamiento se derrumbó en las conde	Not labeled	TRUE	1	es	CHEQ	4	2	1	70	10	0
9786374953	@edo_arevalo cuerpo encontrado en llo lleo no corresponde a hijo de mi amigo edo mitjans favor retuitea esta info	Not labeled	TRUE	1	es	CHEQ	8	2	0	113	19	0
9888418335	rt @ktakn: familia carrera salgado se encuentra bien en talcahuan	Not labeled	TRUE	1	es	CHEQ	4	1	1	65	10	0
9856237374	@ivanvalenzuela @copano urgente en constitución #apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad busca parientes en todo chile.	Not labeled	TRUE	1	es	CHEQ	5	5	1	140	24	1
9888249771	@loregar: @papelpiz: conce con agua en varias partes y la luz ya está llegand	Not labeled	TRUE	1	es	CHEQ	5	1	0	78	14	0
9887824538	rt @copano: urgente rt a to2: se necesitan 5000 voluntarios en conce para repartición de ayuda. reunirse en mall plaza el trebol (vía @e ...	Not labeled	TRUE	1	es	CHEQ	10	3	1	142	26	0
9803097208	@cristian_pg bro conoces gente en bulnes? hay una familia q me piden ubicar: oscar sepulveda-margarita oyarzun...	Not labeled	TRUE	1	es	CHEQ	5	6	2	113	17	0
9781504331	rt @je_nna: embajadas chilenas están recibiendo chilenos y contactan fliares directamente a sus hogares o centros de refugio #terremotochile	Not labeled	TRUE	1	es	CHEQ	9	2	0	141	20	1
9842869940	#rptw necesito información de cristian muñoz y familia de curanilahue.muertos heridos sin h2	Not labeled	TRUE	1	es	CHEQ	6	3	0	94	16	1
9791154029	rt @victor__moreira: @copano urgente: dicen en radio biobio que no paren por chillan a llevar gente ya q los reos q se escaparon esta bu ...	Not labeled	TRUE	1	es	CHEQ	7	4	3	140	25	0
9794620918	@ivanvalenzuela ¿como ayudar?-http://ayudarchile.blogspot.com/- favor difundir! compilacion d los medios que existen hasta ahora para ayudar	Not labeled	TRUE	1	es	CHEQ	3	5	2	141	19	0
9729908109	red d carreteras concesionadas funcionó como los puentes: toda en el suelo.nuevo gobierno deberá supervisar q reconstrucción sea profesional	Not labeled	TRUE	1	es	CHEQ	5	2	1	143	21	0
9721475512	#internetnecesario rt @ac_scl se recogió el mar en algarrobo informa radio bio bio!! // precaucion ante tsunami @drpisanty sismologicos wrld	Not labeled	TRUE	1	es	CHEQ	9	3	2	141	19	1
9779457045	daños por sismo podrían alcanzar los 30 mil millones de dólares	Not labeled	TRUE	1	es	CHEQ	4	1	0	66	14	0
9786411517	ya puesss.....canales de informacion necesitamos informacion de las comunas al otro lado del biobio	Not labeled	TRUE	1	es	CHEQ	6	1	0	99	15	0
9888547661	rt @ejercito_chile: recuerden que también estamos en fb con toda la información necesaria http://is.gd/9y4nv	Not labeled	TRUE	1	es	CHEQ	4	3	0	110	19	0
9835600974	rt @tvn24h: dichato: hay 3 albergues en #dichato. necesitan frazadas y alimentos básicos. hay 12 fallecidos carabineros de #dichato	Not labeled	TRUE	1	es	CHEQ	9	1	0	134	20	2
9726036595	rt @el_pais: un fuerte terremoto de 8.8 de magnitud causa al menos 64 muertos en chile: un terremoto de 8.8 grados en la escala... http: ...	Not labeled	TRUE	1	es	CHEQ	10	0	0	140	27	0
9797202566	@soledadonetto en curico dieron el agua y esta intomabl	Not labeled	TRUE	1	es	CHEQ	2	2	0	55	9	0
9879567646	rt: @osvaldo_: rt @enanin metro valparaíso suspendido hasta el dìa 15 de marzo http://goo.gl/lfhr	Not labeled	TRUE	1	es	CHEQ	8	1	0	99	19	0
9790041003	rt @cristianarcos: se confirma totalmente que encontraron el cadaver de juan pablo mitjans. fuerza a sus amigos y familia.// que pena!!	Not labeled	TRUE	1	es	CHEQ	6	2	1	135	21	0
9830777558	rt @gonolipa: amigos favor retwittear y si pueden publicarla en los grupos de facebook http://galeon.com/chancoayuda/index.htm (informac ...	Not labeled	TRUE	1	es	CHEQ	7	2	0	140	21	0
9758787039	la gente hace turnos con vecinos para proteger edificios colpasados y que no entren a saquearlos.	Not labeled	TRUE	1	es	CHEQ	5	2	0	97	16	0
